name,Category,Addr,analytics,logo
Residence Inn Ann Arbor Downtown,Category 5,"120 West Huron Street Ann Arbor, Michigan 48104",Residence Inn Ann Arbor Downtown 4.7   302 Reviews View Rates,undefined undefined
Residence Inn Ann Arbor North,Category 4,"3535 Green Court Ann Arbor, Michigan 48105",Residence Inn Ann Arbor North 4.6   261 Reviews View Rates,undefined undefined
Sheraton Ann Arbor Hotel,Category 5,"3200 Boardwalk Street Ann Arbor, Michigan 48108-1774",Sheraton Ann Arbor Hotel 4   393 Reviews View Rates,undefined undefined
TownePlace Suites Ann Arbor,Category 4,"1301 Briarwood Circle Ann Arbor, Michigan 48108",TownePlace Suites Ann Arbor 4.7   326 Reviews View Rates,undefined undefined
"Annapolis Waterfront Hotel, Autograph Collection",Category 5,"80 Compromise Street Annapolis, Maryland 21401","Annapolis Waterfront Hotel, Autograph Collection 4.1   530 Reviews View Rates",undefined undefined
Courtyard Annapolis,Category 4,"2559 Riva Road Annapolis, Maryland 21401",Courtyard Annapolis 4.4   522 Reviews View Rates,undefined undefined
Residence Inn Annapolis,Category 4,"170 Admiral Cochrane Drive Annapolis, Maryland 21401",Residence Inn Annapolis 4.4   296 Reviews View Rates,undefined undefined
SpringHill Suites Annapolis,Category 4,"189 Admiral Cochrane Drive Annapolis, Maryland 21401",SpringHill Suites Annapolis 4.6   582 Reviews View Rates,undefined undefined
The Westin Annapolis,Category 5,"100 Westgate Circle Annapolis, Maryland 21401",The Westin Annapolis 4.1   542 Reviews View Rates,undefined undefined
Courtyard Fort Meade BWI Business District,Category 2,"2700 Hercules Road Annapolis Junction, Maryland 20701",Courtyard Fort Meade BWI Business District 4.3   397 Reviews View Rates,undefined undefined
TownePlace Suites Fort Meade National Business Park,Category 2,"120 National Business Parkway Annapolis Junction, Maryland 20701",TownePlace Suites Fort Meade National Business Park 4.3   218 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/BWITF/bwitf-entrance-0011-hor-feat.jpg?resize=375:150 undefined
Courtyard Appleton Riverfront,Category 3,"101 South Riverheath Way Appleton, Wisconsin 54915",Courtyard Appleton Riverfront 4.6   171 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/ATWCY/atwcy-exterior-0012-hor-feat.jpg?resize=375:150 undefined
Fairfield Inn & Suites Appleton,Category 3,"130 South Nicolet Road Appleton, Wisconsin 54914",Fairfield Inn & Suites Appleton View Rates,https://cache.marriott.com/marriottassets/marriott/FN/ffi-main01-0001-hor-feat.jpg?resize=375:150 undefined
Residence Inn Appleton,Category 3,"310 Metro Drive Appleton, Wisconsin 54913",Residence Inn Appleton 4.7   252 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/ATWRI/atwri-exterior-0031-hor-feat.jpg?resize=375:150 undefined
Fairfield Inn & Suites Corpus Christi Aransas Pass,Category 3,"2679 Business Highway 35 Aransas Pass, Texas 78336",Fairfield Inn & Suites Corpus Christi Aransas Pass 4.4   187 Reviews View Rates,undefined undefined
Residence Inn Pasadena Arcadia,Category 4,"321 East Huntington Drive Arcadia, California 91006",Residence Inn Pasadena Arcadia 4.4   313 Reviews View Rates,undefined undefined
SpringHill Suites Pasadena Arcadia,Category 4,"99 N 2nd Avenue Arcadia, California 91006",SpringHill Suites Pasadena Arcadia 4.2   378 Reviews View Rates,undefined undefined
Fairfield Inn & Suites High Point Archdale,Category 3,"10141 N. Main St. Archdale, North Carolina 27263",Fairfield Inn & Suites High Point Archdale 4.5   337 Reviews View Rates,undefined undefined
Courtyard Asheville Airport,Category 5,"360 Rockwood Road Arden, North Carolina 28704",Courtyard Asheville Airport 4.7   293 Reviews View Rates,undefined undefined
Courtyard Ardmore,Category 2,"2025 North Rockford Road Ardmore, Oklahoma 73401",Courtyard Ardmore 4.7   220 Reviews View Rates,undefined undefined
SpringHill Suites Ardmore,Category 2,"2501 Centennial Drive North Ardmore, Oklahoma 73402",SpringHill Suites Ardmore 4.6   348 Reviews View Rates,undefined undefined
Courtyard Arlington Crystal City/Reagan National Airport,Category 4,"2899 Richmond Highway Arlington, Virginia 22202",Courtyard Arlington Crystal City/Reagan National Airport 4.3   856 Reviews View Rates,undefined undefined
Courtyard Arlington Rosslyn,Category 4,"1533 Clarendon Boulevard Arlington, Virginia 22209",Courtyard Arlington Rosslyn 4.5   660 Reviews View Rates,undefined undefined
Courtyard Dallas Arlington South,Category 4,"711 Highlander Boulevard Arlington, Texas 76015",Courtyard Dallas Arlington South 4.3   444 Reviews View Rates,undefined undefined
Courtyard Dallas Arlington/Entertainment District,Category 4,"1500 Nolan Ryan Expressway Arlington, Texas 76011",Courtyard Dallas Arlington/Entertainment District 4.1   555 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Arlington Near Six Flags,Category 3,"2500 East Lamar Blvd Arlington, Texas 76006",Fairfield Inn & Suites Arlington Near Six Flags 4.1   456 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Dallas Arlington South,Category 3,"4251 South Collins Street Arlington, Texas 76018",Fairfield Inn & Suites Dallas Arlington South View Calendar,undefined undefined
Crystal City Marriott at Reagan National Airport,Category 5,"1999 Richmond Highway Arlington, Virginia 22202",Crystal City Marriott at Reagan National Airport 4.4   1133 Reviews View Rates,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined
Crystal Gateway Marriott,Category 5,"1700 Richmond Highway Arlington, Virginia 22202",Crystal Gateway Marriott 4.5   2149 Reviews View Rates,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined
Key Bridge Marriott,Category 5,"1401 Lee Highway Arlington, Virginia 22209",Key Bridge Marriott 3.9   1346 Reviews View Rates,undefined undefined
Renaissance Arlington Capital View Hotel,Category 5,"2800 South Potomac Ave Arlington, Virginia 22202",Renaissance Arlington Capital View Hotel 4.7   969 Reviews View Rates,undefined undefined
Residence Inn Arlington,Category 4,"1050 Brookhollow Plaza Drive Arlington, Texas 76006",Residence Inn Arlington 4.3   372 Reviews View Rates,undefined undefined
Residence Inn Arlington Ballston,Category 4,"650 North Quincy Street Arlington, Virginia 22203",Residence Inn Arlington Ballston 4.7   581 Reviews View Rates,undefined undefined
Residence Inn Arlington Capital View,Category 4,"2850 South Potomac Avenue Arlington, Virginia 22202",Residence Inn Arlington Capital View 4.7   1047 Reviews View Rates,undefined undefined
Residence Inn Arlington Courthouse,Category 4,"1401 North Adams Street Arlington, Virginia 22201",Residence Inn Arlington Courthouse 4.7   529 Reviews View Rates,undefined undefined
Residence Inn Arlington Pentagon City,Category 4,"550 Army Navy Drive Arlington, Virginia 22202",Residence Inn Arlington Pentagon City 4.7   1172 Reviews View Rates,undefined undefined
Residence Inn Arlington Rosslyn,Category 4,"1651 North Oak Street Arlington, Virginia 22209",Residence Inn Arlington Rosslyn 4.6   566 Reviews View Rates,undefined undefined
Residence Inn Dallas Arlington South,Category 4,"801 Highlander Boulevard Arlington, Texas 76015",Residence Inn Dallas Arlington South 4.3   343 Reviews View Rates,undefined undefined
SpringHill Suites Dallas Arlington North,Category 3,"1975 E. Lamar Blvd Arlington, Texas 76006",SpringHill Suites Dallas Arlington North 4.2   568 Reviews View Rates,undefined undefined
"The Ritz-Carlton, Pentagon City",Category 6,"1250 South Hayes Street Arlington, Virginia 22202","The Ritz-Carlton, Pentagon City     Open in a different browser tab 4.6   572 Reviews View Rates",undefined undefined
Aloft Dallas Arlington Entertainment District,Category 4,"2140 East Lamar Boulevard Arlington, Texas 76006",Aloft Dallas Arlington Entertainment District 4.2   54 Reviews View Rates,undefined undefined
Four Points by Sheraton Dallas Arlington Entertainment District,Category 4,"2451 East Randol Mill Road Arlington, Texas 76011",Four Points by Sheraton Dallas Arlington Entertainment District 4   109 Reviews View Rates,undefined undefined
Le Méridien Arlington,Category 5,"1121 19th Street North Arlington, Virginia 22209",Le Méridien Arlington 4.1   417 Reviews View Rates,undefined undefined
Sheraton Arlington Hotel,Category 5,"1500 Convention Center Drive Arlington, Texas 76011",Sheraton Arlington Hotel 3.9   815 Reviews View Rates,undefined undefined
Sheraton Pentagon City Hotel,Category 4,"900 South Orme Street Arlington, Virginia 22204",Sheraton Pentagon City Hotel 3.9   1080 Reviews View Rates,undefined undefined
TownePlace Suites Dallas Arlington North,Category 3,"1709 East Lamar Boulevard Arlington, Texas 76006",TownePlace Suites Dallas Arlington North 4.1   453 Reviews View Rates,undefined undefined
The Westin Arlington Gateway,Category 5,"801 North Glebe Road Arlington, Virginia 22203",The Westin Arlington Gateway 3.9   653 Reviews View Rates,undefined undefined
The Westin Crystal City Reagan National Airport,Category 5,"1800 Richmond Highway Arlington, Virginia 22202",The Westin Crystal City Reagan National Airport 4.2   300 Reviews View Rates,undefined undefined
Courtyard Chicago Arlington Heights/North,Category 2,"3700 North Wilke Road Arlington Heights, Illinois 60004",Courtyard Chicago Arlington Heights/North 4.4   497 Reviews View Rates,undefined undefined
Courtyard Chicago Arlington Heights/South,Category 2,"100 West Algonquin Road Arlington Heights, Illinois 60005",Courtyard Chicago Arlington Heights/South 4.4   544 Reviews View Rates,undefined undefined
SpringHill Suites Ashburn Dulles North,Category 3,"20065 Lakeview Center Plaza Ashburn, Virginia 20147",SpringHill Suites Ashburn Dulles North 4.3   429 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/IADAS/iadas-exterior-0035-hor-feat.jpg?resize=375:150 undefined
Aloft Dulles Airport North,Category 2,"22390 Flagstaff Plaza Ashburn, Virginia 20148",Aloft Dulles Airport North 3.4   327 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/IADAL/iadal-exterior-7926-hor-feat.jpg?resize=375:150 undefined
Fairfield Inn & Suites Asheboro,Category 3,"920 Executive Way Asheboro, North Carolina 27203",Fairfield Inn & Suites Asheboro 4.4   550 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/GSOAB/gsoab-exterior-0044-hor-feat.jpg?resize=375:150 undefined
AC Hotel Asheville Downtown,Category 6,"10 Broadway Street Asheville, North Carolina 28801",AC Hotel Asheville Downtown 4.5   443 Reviews View Rates,https://cache.marriott.com/marriottassets/marriott/AVLAC/avlac-entrance-0001-hor-feat.jpg?resize=375:150 undefined
"Grand Bohemian Hotel Asheville, Autograph Collection",Category 7,"11 Boston Way Asheville, North Carolina 28803","Grand Bohemian Hotel Asheville, Autograph Collection 4.6   929 Reviews View Rates",undefined undefined
Courtyard Asheville,Category 5,"One Buckstone Place Asheville, North Carolina 28805",Courtyard Asheville 4.2   426 Reviews View Rates,undefined undefined
Courtyard Asheville Biltmore Village,,"26 Meadow Road Asheville, North Carolina 28803",Courtyard Asheville Biltmore Village,undefined undefined
Fairfield Inn & Suites Asheville Outlets,Category 5,"11 Rocky Ridge Road Asheville, North Carolina 28806",Fairfield Inn & Suites Asheville Outlets 4.3   437 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Asheville Tunnel Road,Category 5,"184 Tunnel Road Asheville, North Carolina 28805",Fairfield Inn & Suites Asheville Tunnel Road 4.8   325 Reviews View Rates,undefined undefined
Renaissance Asheville Hotel,Category 6,"31 Woodfin Street Asheville, North Carolina 28801",Renaissance Asheville Hotel 4.2   832 Reviews View Rates,undefined undefined
Residence Inn Asheville Biltmore,Category 5,"701 Biltmore Avenue Asheville, North Carolina 28803",Residence Inn Asheville Biltmore 4.5   442 Reviews View Rates,undefined undefined
SpringHill Suites Asheville,Category 5,"Two Buckstone Place Asheville, North Carolina 28805",SpringHill Suites Asheville 4.2   364 Reviews View Rates,undefined undefined
Aloft Asheville Downtown,Category 5,"51 Biltmore Avenue Asheville, North Carolina 28801",Aloft Asheville Downtown 4.3   752 Reviews View Rates,undefined undefined
Four Points by Sheraton Asheville Downtown,Category 4,"22 Woodfin Street Asheville, North Carolina 28801",Four Points by Sheraton Asheville Downtown 3.3   322 Reviews View Rates,undefined undefined
Delta Hotels Ashland Downtown,Category 3,"1441 Winchester Avenue Ashland, Kentucky 41101",Delta Hotels Ashland Downtown 4.8   34 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Ashland,Category 2,"10945 Route 60 Ashland, Kentucky 41102",Fairfield Inn & Suites Ashland 4.6   310 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Richmond Ashland,Category 2,"11625 Lakeridge Parkway Ashland, Virginia 23005",Fairfield Inn & Suites Richmond Ashland 4.6   329 Reviews View Rates,undefined undefined
"St. Regis Residence Club, Aspen",,"315 East Dean Street, Building 1 Aspen, Colorado 81611","St. Regis Residence Club, Aspen View Rates",undefined undefined
The St. Regis Aspen Resort,Category 8,"315 East Dean Street Aspen, Colorado 81611",The St. Regis Aspen Resort 4.2   387 Reviews View Rates,undefined undefined
The Sky Residences at W Aspen,,"550 South Spring Street Aspen, Colorado 81611",The Sky Residences at W Aspen View Rates,undefined undefined
W Aspen,Category 8,"550 South Spring Street Aspen, Colorado 81611",W Aspen View Rates,undefined undefined
Fairfield Inn New York LaGuardia Airport/Astoria,Category 5,"45-20 Astoria Blvd Astoria, New York 11103",Fairfield Inn New York LaGuardia Airport/Astoria 4.5   479 Reviews View Rates,undefined undefined
SpringHill Suites Paso Robles Atascadero,Category 5,"900 El Camino Real Atascadero, California 93422",SpringHill Suites Paso Robles Atascadero 4.7   609 Reviews View Rates,undefined undefined
Courtyard Athens Downtown,Category 4,"166 North Finley Street Athens, Georgia 30601",Courtyard Athens Downtown 4.2   441 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Athens,Category 3,"106 Burkett L Witt Boulevard Athens, Tennessee 37303",Fairfield Inn & Suites Athens 4.8   108 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Athens,Category 4,"924 East State Street Athens, Ohio 45701",Fairfield Inn & Suites Athens 4.8   375 Reviews View Rates,undefined undefined
Fairfield Inn & Suites Athens I-65,Category 2,"21282 Athens-Limestone Lane Athens, Alabama 35613",Fairfield Inn & Suites Athens I-65 4.7   395 Reviews View Rates,undefined undefined
SpringHill Suites Athens Downtown/University Area,Category 4,"220 South Hull Street Athens, Georgia 30605",SpringHill Suites Athens Downtown/University Area 4.7   207 Reviews View Rates,undefined undefined
SpringHill Suites Athens West,Category 4,"3500 Daniells Bridge Road Athens, Georgia 30606",SpringHill Suites Athens West 4.7   439 Reviews View Rates,undefined undefined
AC Hotel Atlanta Airport Gateway,Category 4,"2079 Hospitality Way Atlanta, Georgia 30337",AC Hotel Atlanta Airport Gateway View Calendar,undefined undefined
AC Hotel Atlanta Buckhead at Phipps Plaza,Category 3,"3600 Wieuca Road NE Atlanta, Georgia 30326",AC Hotel Atlanta Buckhead at Phipps Plaza 4.5   464 Reviews View Rates,undefined undefined
AC Hotel Atlanta Downtown,Category 4,"101 Andrew Young Intl Blvd NW Atlanta, Georgia 30303",AC Hotel Atlanta Downtown 4.4   665 Reviews View Rates,undefined undefined
AC Hotel Atlanta Midtown,Category 4,"53 14th Street NE Atlanta, Georgia 30309",AC Hotel Atlanta Midtown 4.4   64 Reviews View Rates,undefined undefined
"Glenn Hotel, Autograph Collection",Category 5,"110 Marietta St. NW Atlanta, Georgia 30303","Glenn Hotel, Autograph Collection 4.5   667 Reviews View Rates",undefined undefined
