hotel_name,Category,Full_Addr,Addr,City,State,Zipcode,Stars,Num_Reviews,url,lat,lng
Courtyard La Crosse Downtown/Mississippi Riverfront,4,"500 Front Street S La Crosse, Wisconsin 54601",500 Front Street S,La Crosse,WI, 54601,4.6,433,NULL,43.8092846,-91.2572907
Fairfield Inn & Suites La Crosse Downtown,4,"434 Third Street South La Crosse, Wisconsin 54601",434 Third Street South,La Crosse,WI, 54601,4.8,333,NULL,43.809283,-91.2540205
San Diego Marriott La Jolla,5,"4240 La Jolla Village Drive La Jolla, California 92037",4240 La Jolla Village Drive,La Jolla,CA, 92037,4.2,802,NULL,32.8731301,-117.2154779
Residence Inn San Diego La Jolla,5,"8901 Gilman Drive La Jolla, California 92037",8901 Gilman Drive,La Jolla,CA, 92037,4.2,765,NULL,32.8704828,-117.2370229
Sheraton La Jolla Hotel,5,"3299 Holiday Court La Jolla, California 92037",3299 Holiday Court,La Jolla,CA, 92037,3.7,533,NULL,32.8703039,-117.2328574
Residence Inn La Mirada Buena Park,3,"14419 Firestone Boulevard La Mirada, California 90638",14419 Firestone Boulevard,La Mirada,CA, 90638,4.2,448,NULL,33.8819656,-118.0237778
Courtyard Omaha La Vista,2,"12560 Westport Parkway La Vista, Nebraska 68128",12560 Westport Parkway,La Vista,NE, 68128,4.4,599,NULL,41.1817634,-96.109806
Courtyard Lafayette,3,"150 Fairington Ave Lafayette, Indiana 47905",150 Fairington Ave,Lafayette,IN, 47905,4.5,414,NULL,40.4160681,-86.8325841
Courtyard Lafayette Airport,1,"214 East Kaliste Saloom Road Lafayette, Louisiana 70508",214 East Kaliste Saloom Road,Lafayette,LA, 70508,4.2,437,NULL,30.1921664,-92.0101413
Courtyard Lafayette South,2,"200 Frem Boustany Drive Lafayette, Louisiana 70508",200 Frem Boustany Drive,Lafayette,LA, 70508,4.4,12,NULL,30.1518644,-92.0394507
Fairfield Inn & Suites Lafayette,3,"4000 South Street Lafayette, Indiana 47905",4000 South Street,Lafayette,IN, 47905,4.4,342,NULL,40.4185858,-86.8301135
Fairfield Inn & Suites Lafayette I-10,1,"2225 NW Evangeline Thruway Lafayette, Louisiana 70501",2225 NW Evangeline Thruway,Lafayette,LA, 70501,4.2,387,NULL,30.2543189,-92.015503
Fairfield Inn & Suites Lafayette South,2,"1606 W Pinhook Road Lafayette, Louisiana 70508",1606 W Pinhook Road,Lafayette,LA, 70508,4.7,414,NULL,30.1943079,-92.0174859
Residence Inn Lafayette,3,"3834 Grace Lane Lafayette, Indiana 47905",3834 Grace Lane,Lafayette,IN, 47905,4.5,152,NULL,40.4192001,-86.8351331
Residence Inn Lafayette Airport,1,"128 James Comeaux Road Lafayette, Louisiana 70508",128 James Comeaux Road,Lafayette,LA, 70508,4.7,304,NULL,30.188962,-92.010409
SpringHill Suites Lafayette South at River Ranch,2,"321 Settlers Trace Boulevard Lafayette, Louisiana 70508",321 Settlers Trace Boulevard,Lafayette,LA, 70508,4.6,374,NULL,30.1678079,-92.0405224
TownePlace Suites Lafayette,3,"163 Frontage Road Lafayette, Indiana 47905",163 Frontage Road,Lafayette,IN, 47905,4.3,209,NULL,40.4202714,-86.8205043
TownePlace Suites Lafayette South,2,"119 Lake Farm Road Lafayette, Louisiana 70508",119 Lake Farm Road,Lafayette,LA, 70508,NULL,NULL,NULL,30.1608852,-92.0462198
Courtyard LaGrange,3,"25 West Lafayette Square LaGrange, Georgia 30240",25 West Lafayette Square,LaGrange,GA, 30240,4.7,224,NULL,33.039094,-85.0322897
Courtyard Laguna Hills Irvine Spectrum/Orange County,4,"23175 Avenida de la Carlota Laguna Hills, California 92653",23175 Avenida de la Carlota,Laguna Hills,CA, 92653,4.2,419,NULL,33.6255619,-117.7193311
The Westin Ka'anapali Ocean Resort Villas,6,"6 Kai Ala Drive Lahaina, Hawaii 96761",6 Kai Ala Drive,Lahaina,HI, 96761,NULL,NULL,NULL,20.9387803,-156.691492
"The Westin Nanea Ocean Villas, Ka'anapali",7,"45 Kai Malina Parkway Lahaina, Hawaii 96761",45 Kai Malina Parkway,Lahaina,HI, 96761,NULL,NULL,NULL,20.941797,-156.690728
Marriott's Maui Ocean Club  - Lahaina & Napili Towers,6,"100 Nohea Kai Drive, Marriott Vacation Club Hawaii Tax ID # TA-070-692-2496-02 Lahaina - Maui, Hawaii 96761",100 Nohea Kai Drive Marriott Vacation Club Hawaii Tax ID # TA-070-692-2496-02 Lahaina -,Lahaina - Maui,HI, 96761,NULL,NULL,NULL,20.9159755,-156.6953828
"Marriott's Maui Ocean Club  - Molokai, Maui & Lanai Towers",6,"100 Nohea Kai Drive, Marriott Vacation Club Hawaii Tax ID # TA-070-692-2496-02 Lahaina - Maui, Hawaii 96761",100 Nohea Kai Drive Marriott Vacation Club Hawaii Tax ID # TA-070-692-2496-02 Lahaina -,Lahaina - Maui,HI, 96761,NULL,NULL,NULL,20.9159755,-156.6953828
Courtyard Oahu North Shore,5,"55-400 Kamehameha Highway Laie, Hawaii 96762",55-400 Kamehameha Highway,Laie,HI, 96762,4.5,1036,NULL,21.6411151,-157.9198458
"Lake Arrowhead Resort and Spa, Autograph Collection",5,"27984 Hwy 189 Lake Arrowhead, California 92352",27984 Hwy 189,Lake Arrowhead,CA, 92352,3.9,1366,NULL,34.2518958,-117.1921857
Walt Disney World Dolphin,6,"1500 Epcot Resort Boulevard Lake Buena Vista, Florida 32830",1500 Epcot Resort Boulevard,Lake Buena Vista,FL, 32830,3.8,4778,NULL,28.3672255,-81.560413
Walt Disney World Swan,6,"1200 Epcot Resort Boulevard Lake Buena Vista, Florida 32830",1200 Epcot Resort Boulevard,Lake Buena Vista,FL, 32830,3.9,2330,NULL,28.3648091,-81.5591343
Courtyard Lake Charles,4,"2995 L'Auberge Boulevard Lake Charles, Louisiana 70601",2995 L'Auberge Boulevard,Lake Charles,LA, 70601,4.3,324,NULL,30.2033334,-93.2493271
Residence Inn Lake Charles,4,"1591 West Prien Lake Road Lake Charles, Louisiana 70601",1591 West Prien Lake Road,Lake Charles,LA, 70601,4.4,240,NULL,30.19728,-93.2445743
SpringHill Suites Lake Charles,4,"1551 West Prien Lake Road Lake Charles, Louisiana 70601",1551 West Prien Lake Road,Lake Charles,LA, 70601,4.1,596,NULL,30.1973836,-93.2440244
TownePlace Suites Lake Charles,4,"2985 L'Auberge Boulevard Lake Charles, Louisiana 70601",2985 L'Auberge Boulevard,Lake Charles,LA, 70601,4.4,275,https://cache.marriott.com/marriottassets/marriott/LCHTS/lchts-exterior-0001-hor-feat.jpg?resize=375:150 undefined,30.2082017,-93.2565541
Fairfield Inn & Suites Lake City,3,"538 SW Corporate Drive Lake City, Florida 32055",538 SW Corporate Drive,Lake City,FL, 32055,4.3,431,https://cache.marriott.com/marriottassets/marriott/GNVLC/gnvlc-exterior-0026-hor-feat.jpg?resize=375:150 undefined,30.1743568,-82.6889703
TownePlace Suites Irvine Lake Forest,NULL,"23150 Lake Center Drive Lake Forest, California 92630",23150 Lake Center Drive,Lake Forest,CA, 92630,NULL,NULL,https://cache.marriott.com/marriottassets/marriott/TP/tp-main-0001-hor-feat.jpg?resize=375:150 undefined,33.6264899,-117.716104
Fairfield Inn & Suites Lake Geneva,3,"1111 North Edwards Boulevard Lake Geneva, Wisconsin 53147",1111 North Edwards Boulevard,Lake Geneva,WI, 53147,4.9,8,https://cache.marriott.com/marriottassets/marriott/MKEFG/mkefg-exterior-9431-hor-feat.jpg?resize=375:150 undefined,42.6047763,-88.4190936
Courtyard Lake George,5,"365 Canada Street Lake George, New York 12845",365 Canada Street,Lake George,NY, 12845,4.7,765,NULL,43.4272839,-73.7123871
Courtyard Lake Jackson,2,"159 State Highway 288 Lake Jackson, Texas 77566",159 State Highway 288,Lake Jackson,TX, 77566,4.5,183,NULL,29.0532165,-95.4566904
Courtyard Orlando Lake Mary/North,3,"135 International Parkway Lake Mary, Florida 32746",135 International Parkway,Lake Mary,FL, 32746,4.2,330,NULL,28.7570925,-81.3666227
Orlando Marriott Lake Mary,4,"1501 International Parkway Lake Mary, Florida 32746",1501 International Parkway,Lake Mary,FL, 32746,4.5,551,https://www.marriott.com/Images/Brands/MHR/Multimedia/MH-Badge-EN-450x85[1].png undefined undefined,28.7848215,-81.3558396
Residence Inn Orlando Lake Mary,3,"825 Heathrow Park Lane Lake Mary, Florida 32746",825 Heathrow Park Lane,Lake Mary,FL, 32746,4.8,482,NULL,28.7835879,-81.3556248
"The Westin Lake Mary, Orlando North",4,"2974 International Parkway Lake Mary, Florida 32746",2974 International Parkway,Lake Mary,FL, 32746,4.3,507,NULL,28.7882193,-81.3590943
Fairfield Inn & Suites Portland South/Lake Oswego,3,"6100 South West Meadows Road Lake Oswego, Oregon 97035",6100 South West Meadows Road,Lake Oswego,OR, 97035,4.5,410,,45.4173568,-122.7399186
Residence Inn Portland South/Lake Oswego,4,"15200 SW Bangy Road Lake Oswego, Oregon 97035",15200 SW Bangy Road,Lake Oswego,OR, 97035,4.3,293,NULL,45.4157367,-122.7413607
Courtyard Lake Placid,4,"5920 Cascade Road Lake Placid, New York 12946",5920 Cascade Road,Lake Placid,NY, 12946,4.4,501,NULL,44.2711005,-73.9776314
TownePlace Suites Fort Worth Northwest/Lake Worth,2,"2925 Royalty Lane Lake Worth, Texas 76135",2925 Royalty Lane,Lake Worth,TX, 76135,4.5,48,NULL,32.8025306,-97.433361
Courtyard Lakeland,3,"3725 Harden Blvd Lakeland, Florida 33803",3725 Harden Blvd,Lakeland,FL, 33803,4.4,292,NULL,27.9994584,-81.9760724
Residence Inn Lakeland,3,"3701 Harden Blvd. Lakeland, Florida 33803",3701 Harden Blvd.,Lakeland,FL, 33803,4.5,282,NULL,28.00004,-81.976109
TownePlace Suites Lakeland,3,"3370 US Highway 98 North Lakeland, Florida 33805",3370 US Highway 98 North,Lakeland,FL, 33805,4.6,241,NULL,28.0849208,-81.9733821
Courtyard Denver Southwest/Lakewood,3,"7180 West Hampden Avenue Lakewood, Colorado 80227",7180 West Hampden Avenue,Lakewood,CO, 80227,3.8,334,NULL,39.6520793,-105.0744189
Fairfield Inn & Suites Denver Southwest/Lakewood,3,"3605 South Wadsworth Boulevard Lakewood, Colorado 80235",3605 South Wadsworth Boulevard,Lakewood,CO, 80235,NULL,NULL,NULL,39.6486741,-105.0822741
Fairfield Inn & Suites Denver West/Federal Center,3,"140 South Union Boulevard Lakewood, Colorado 80228",140 South Union Boulevard,Lakewood,CO, 80228,4.7,130,NULL,39.714289,-105.131833
Residence Inn Denver Southwest/Lakewood,3,"7050 West Hampden Avenue Lakewood, Colorado 80227",7050 West Hampden Avenue,Lakewood,CO, 80227,4.3,355,NULL,39.6511776,-105.0731872
SpringHill Suites Denver West/Golden,3,"1315 Colorado Mills Parkway Lakewood, Colorado 80401",1315 Colorado Mills Parkway,Lakewood,CO, 80401,4.6,103,NULL,39.7350726,-105.153865
Sheraton Denver West Hotel,4,"360 Union Boulevard Lakewood, Colorado 80228",360 Union Boulevard,Lakewood,CO, 80228,3.8,481,NULL,39.7215964,-105.1313319
TownePlace Suites Tacoma Lakewood,3,"11725 Pacific Highway SW Lakewood, Washington 98499",11725 Pacific Highway SW,Lakewood,WA, 98499,4.8,141,NULL,47.1506084,-122.5016923
Courtyard Lancaster,4,"1931 Hospitality Drive Lancaster, Pennsylvania 17601",1931 Hospitality Drive,Lancaster,PA, 17601,4.5,623,NULL,40.0492263,-76.2494056
Fairfield Inn & Suites Lancaster,3,"150 Granite Run Drive Lancaster, Pennsylvania 17601",150 Granite Run Drive,Lancaster,PA, 17601,4.5,389,NULL,40.0794749,-76.3369097
Fairfield Inn & Suites Lancaster East at The Outlets,4,"2270 Lincoln Highway East Lancaster, Pennsylvania 17602",2270 Lincoln Highway East,Lancaster,PA, 17602,4.5,575,NULL,40.0260396,-76.2156374
Lancaster Marriott at Penn Square,5,"25 South Queen Street Lancaster, Pennsylvania 17603",25 South Queen Street,Lancaster,PA, 17603,4.3,953,NULL,40.0377568,-76.3050935
Residence Inn Lancaster,4,"1450 Harrisburg Pike Lancaster, Pennsylvania 17601",1450 Harrisburg Pike,Lancaster,PA, 17601,4.9,98,NULL,40.0615297,-76.341075
SpringHill Suites Lancaster Palmdale,3,"1811 West Avenue J-12 Lancaster, California 93534",1811 West Avenue J-12,Lancaster,CA, 93534,4.5,318,NULL,34.6790231,-118.1637865
TownePlace Suites Lancaster,3,"2024 West Avenue J 8 Lancaster, California 93536",2024 West Avenue J 8,Lancaster,CA, 93536,4.6,328,NULL,34.6815423,-118.1669046
SpringHill Suites Tampa Suncoast Parkway,3,"16615 Crosspointe Run Land O' Lakes, Florida 34638",16615 Crosspointe Run Land O',Lakes,FL, 34638,4.8,110,NULL,28.1966849,-82.5414587
Courtyard New Carrollton Landover,2,"8330 Corporate Drive Landover, Maryland 20785",8330 Corporate Drive,Landover,MD, 20785,4.3,529,NULL,38.9477108,-76.8633127
Courtyard Philadelphia Langhorne,3,"5 Cabot Blvd East Langhorne, Pennsylvania 19047",5 Cabot Blvd East,Langhorne,PA, 19047,3.7,494,NULL,40.1906706,-74.8628661
Residence Inn Philadelphia Langhorne,3,"15 Cabot Boulevard East Langhorne, Pennsylvania 19047",15 Cabot Boulevard East,Langhorne,PA, 19047,4.1,481,NULL,40.1910553,-74.8609821
SpringHill Suites Philadelphia Langhorne,4,"200 North Buckstown Drive Langhorne, Pennsylvania 19047",200 North Buckstown Drive,Langhorne,PA, 19047,3.9,727,NULL,40.1874367,-74.8707011
Sheraton Bucks County Langhorne,3,"400 Oxford Valley Road Langhorne, Pennsylvania 19047",400 Oxford Valley Road,Langhorne,PA, 19047,3.8,667,NULL,40.1835038,-74.8693908
Courtyard Philadelphia Lansdale,2,"1737 Sumneytown Pike Lansdale, Pennsylvania 19446",1737 Sumneytown Pike,Lansdale,PA, 19446,4.6,576,NULL,40.2461443,-75.3405802
Courtyard Lansing,3,"2710 Lake Lansing Road Lansing, Michigan 48912",2710 Lake Lansing Road,Lansing,MI, 48912,4.2,416,NULL,42.7594132,-84.5110357
Fairfield Inn & Suites Lansing at Eastwood,3,"3320 Preyde Boulevard Lansing, Michigan 48912",3320 Preyde Boulevard,Lansing,MI, 48912,4.5,291,NULL,42.7665722,-84.5126543
Fairfield Inn & Suites Lansing West,3,"810 Delta Commerce Drive Lansing, Michigan 48917",810 Delta Commerce Drive,Lansing,MI, 48917,4.5,245,https://cache.marriott.com/marriottassets/marriott/LANFW/lanfw-exterior-0074-hor-feat.jpg?resize=375:150 undefined,42.7430715,-84.655514
Residence Inn Lansing West,3,"922 Delta Commerce Drive Lansing, Michigan 48917",922 Delta Commerce Drive,Lansing,MI, 48917,4.5,271,https://cache.marriott.com/marriottassets/marriott/LANWE/lanwe-exterior-0073-hor-feat.jpg?resize=375:150 undefined,42.7441294,-84.6553505
SpringHill Suites Lansing,3,"111 South Marketplace Boulevard Lansing, Michigan 48917",111 South Marketplace Boulevard,Lansing,MI, 48917,4.6,388,https://cache.marriott.com/marriottassets/marriott/LANSH/lansh-exterior-0005-hor-feat.jpg?resize=375:150 undefined,42.7332491,-84.671402
TownePlace Suites Laplace,2,"4281 Highway 51 Laplace, Louisiana 70068",4281 Highway 51,Laplace,LA, 70068,4.3,147,https://cache.marriott.com/marriottassets/marriott/MSYLP/msylp-exterior-0028-hor-feat.jpg?resize=375:150 undefined,30.0841002,-90.4456495
Fairfield Inn & Suites LaPlace,2,"944 Belle Terre Boulevard LaPlace, Louisiana 70068",944 Belle Terre Boulevard,LaPlace,LA, 70068,4.7,13,NULL,30.1018937,-90.5033766
Fairfield Inn & Suites Laramie,2,"1673 Centennial Drive Laramie, Wyoming 82070",1673 Centennial Drive,Laramie,WY, 82070,4.5,290,NULL,41.3253831,-105.6187563
Courtyard Laredo,2,"2410 Santa Ursula Avenue Laredo, Texas 78040",2410 Santa Ursula Avenue,Laredo,TX, 78040,4.4,447,NULL,27.5212541,-99.5038715
Fairfield Inn & Suites Laredo,2,"700 W. Hillside Road Laredo, Texas 78041",700 W. Hillside Road,Laredo,TX, 78041,4.4,432,NULL,27.5469687,-99.5011788
Residence Inn Laredo Del Mar,2,"310 Lost Oaks Boulevard Laredo, Texas 78041",310 Lost Oaks Boulevard,Laredo,TX, 78041,4.4,372,NULL,27.5630719,-99.5008314
SpringHill Suites Laredo,2,"5940 San Bernardo Ave. Laredo, Texas 78041",5940 San Bernardo Ave.,Laredo,TX, 78041,4.5,505,NULL,27.5621795,-99.5045664
TownePlace Suites Laredo,2,"6519 Arena Boulevard Laredo, Texas 78041",6519 Arena Boulevard,Laredo,TX, 78041,4.7,316,NULL,27.5609349,-99.4497746
Courtyard Largo Capital Beltway,3,"1320 Caraway Court Largo, Maryland 20774",1320 Caraway Court,Largo,MD, 20774,4.4,374,NULL,38.906876,-76.8470055
Residence Inn Largo Capital Beltway,3,"1330 Caraway Court Largo, Maryland 20774",1330 Caraway Court,Largo,MD, 20774,4.5,396,NULL,38.9073267,-76.8474739
Courtyard San Francisco Larkspur Landing/Marin County,5,"2500 Larkspur Landing Circle Larkspur, California 94939",2500 Larkspur Landing Circle,Larkspur,CA, 94939,4.5,482,NULL,37.9487114,-122.5075885
Courtyard by Marriott Las Cruces at NMSU,2,"456 East University Avenue Las Cruces, New Mexico 88005",456 East University Avenue,Las Cruces,NM, 88005,4.7,36,NULL,32.2820105,-106.7646093
Fairfield Inn Las Cruces,2,"2101 Summit Court Las Cruces, New Mexico 88011",2101 Summit Court,Las Cruces,NM, 88011,4.4,274,NULL,32.342741,-106.7647014
SpringHill Suites Las Cruces,2,"1611 Hickory Loop Las Cruces, New Mexico 88005",1611 Hickory Loop,Las Cruces,NM, 88005,4.4,394,NULL,32.291477,-106.7911528
TownePlace Suites Las Cruces,2,"2143 Telshor Court Las Cruces, New Mexico 88011",2143 Telshor Court,Las Cruces,NM, 88011,4.5,286,NULL,32.3452549,-106.7643889
"The Cosmopolitan of Las Vegas, Autograph Collection",7,"3708 Las Vegas Boulevard South Las Vegas, Nevada 89109",3708  Vegas Boulevard South ,Las Vegas,NV, 89109,4.6,7392,NULL,36.1099462,-115.1753911
Courtyard Las Vegas Convention Center,4,"3275 Paradise Road Las Vegas, Nevada 89109",3275 Paradise Road ,Las Vegas,NV, 89109,4.5,529,NULL,36.1301011,-115.1558903
Courtyard Las Vegas South,4,"5845 Dean Martin Drive Las Vegas, Nevada 89118",5845 Dean Martin Drive ,Las Vegas,NV, 89118,4.3,505,NULL,36.083867,-115.182941
Courtyard Las Vegas Summerlin,3,"1901 North Rainbow Blvd Las Vegas, Nevada 89108",1901 North Rainbow Blvd ,Las Vegas,NV, 89108,4.1,513,NULL,36.1928038,-115.2432409
Fairfield Inn & Suites Las Vegas Airport South,4,"355 East Warm Springs Road Las Vegas, Nevada 89119",355 East Warm Springs Road ,Las Vegas,NV, 89119,NULL,NULL,NULL,36.0564967,-115.1565388
Fairfield Inn & Suites Las Vegas Northwest,3,"5701 Sky Pointe Drive Las Vegas, Nevada 89130",5701 Sky Pointe Drive ,Las Vegas,NV, 89130,NULL,NULL,NULL,36.264105,-115.251935
Fairfield Inn & Suites Las Vegas South,4,"5775 Dean Martin Drive Las Vegas, Nevada 89118",5775 Dean Martin Drive ,Las Vegas,NV, 89118,4.5,550,NULL,36.0845418,-115.1831263
Fairfield Inn Las Vegas Convention Center,4,"3850 Paradise Road Las Vegas, Nevada 89169",3850 Paradise Road ,Las Vegas,NV, 89169,4.2,497,NULL,36.1196542,-115.1542228
JW Marriott Las Vegas Resort & Spa,5,"221 N Rampart Blvd Las Vegas, Nevada 89145",221 N Rampart Blvd ,Las Vegas,NV, 89145,4.4,1548,NULL,36.1757918,-115.2907964
Las Vegas Marriott,5,"325 Convention Center Drive Las Vegas, Nevada 89109",325 Convention Center Drive ,Las Vegas,NV, 89109,4.6,804,NULL,36.1316874,-115.1575116
Marriott's Grand Chateau,5,"75 East Harmon Avenue Las Vegas, Nevada 89109",75 East Harmon Avenue ,Las Vegas,NV, 89109,NULL,NULL,NULL,36.1075246,-115.1693233
Renaissance Las Vegas Hotel,5,"3400 Paradise Road Las Vegas, Nevada 89169-2770",3400 Paradise Road,Las Vegas,NV,89169,4.2,940,NULL,36.1272243,-115.1539911
Residence Inn Las Vegas Airport,4,"7690 South Las Vegas Boulevard Las Vegas, Nevada 89123",7690 South  Vegas Boulevard ,Las Vegas,NV, 89123,4.8,470,NULL,36.0502805,-115.1686749
Residence Inn Las Vegas Convention Center,4,"3225 Paradise Road Las Vegas, Nevada 89109",3225 Paradise Road ,Las Vegas,NV, 89109,4.1,677,NULL,36.1309096,-115.1555209
Residence Inn Las Vegas Hughes Center,4,"370 Hughes Center Dr Las Vegas, Nevada 89169",370 Hughes Center Dr ,Las Vegas,NV, 89169,4.4,666,NULL,36.1156596,-115.1560756
Residence Inn Las Vegas South,4,"5875 Dean Martin Drive Las Vegas, Nevada 89118",5875 Dean Martin Drive ,Las Vegas,NV, 89118,4.5,495,NULL,36.083115,-115.182777
SpringHill Suites Las Vegas Convention Center,4,"2989 Paradise Road Las Vegas, Nevada 89109",2989 Paradise Road ,Las Vegas,NV, 89109,4.5,893,NULL,36.1350071,-115.1556308
Element Las Vegas Summerlin,3,"10555 Discovery Drive Las Vegas, Nevada 89135",10555 Discovery Drive ,Las Vegas,NV, 89135,4.3,473,NULL,36.1215267,-115.3240856
Four Points by Sheraton Las Vegas East Flamingo,4,"4055 Palos Verdes Street Las Vegas, Nevada 89119",4055 Palos Verdes Street ,Las Vegas,NV, 89119,3.2,240,NULL,36.1156435,-115.1511655
TownePlace Suites Las Vegas Airport South,4,"355 East Warm Springs Road Las Vegas, Nevada 89119",355 East Warm Springs Road ,Las Vegas,NV, 89119,NULL,NULL,NULL,36.0564967,-115.1565388
TownePlace Suites Las Vegas City Center,4,"4920 Dean Martin Drive Las Vegas, Nevada 89118",4920 Dean Martin Drive ,Las Vegas,NV, 89118,4.6,97,NULL,36.1002364,-115.1821006
The Westin Las Vegas Hotel & Spa,5,"160 East Flamingo Road Las Vegas, Nevada 89109",160 East Flamingo Road ,Las Vegas,NV, 89109,3.7,1461,NULL,36.1148926,-115.1662355
TownePlace Suites Latham Albany Airport,2,"5 Forts Ferry Road Latham, New York 12110",5 Forts Ferry Road,Latham,NY, 12110,4.7,299,https://cache.marriott.com/marriottassets/marriott/ALBLA/albla-exterior-0001-hor-feat.jpg?resize=375:150 undefined,42.7565116,-73.7728368
